count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
9050,2000,8,Yorkshire and The Humber,63,Leeds,M621,major,2,2A,428954,431691,53.78074955,-1.56208622,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,0,127,27144,272,4798,1500,158,420,155,612,394,3239,35580
16054,2000,8,Yorkshire and The Humber,63,Leeds,M62,major,29,30,433800,425850,53.72796166,-1.48918526,3.6,2.24,Counted,Manual count,0,188,52640,217,11031,2454,445,1707,520,5502,2614,13242,77318
16082,2000,8,Yorkshire and The Humber,63,Leeds,A1,major,A1 non-DBFO 150 m N of Spen Common Lane,A659,441400,445000,53.89952414,-1.37143319,5.8,3.6,Counted,Manual count,0,207,44992,265,7912,1989,354,1609,363,4855,2743,11913,65289
16562,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A659,A659,439000,446050,53.90914639,-1.40782236,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,25,159,27675,225,2051,913,35,40,32,58,39,1117,31227
16576,2000,8,Yorkshire and The Humber,63,Leeds,A61,major,A58,A6120,430000,436500,53.82391225,-1.54574645,5.2,3.23,Counted,Manual count,70,155,25297,425,2390,162,42,15,44,25,15,303,28570
16577,2000,8,Yorkshire and The Humber,63,Leeds,A653,major,A61,A61,430670,432800,53.79061902,-1.5359359,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,42,124,17403,362,2013,801,71,99,51,115,69,1206,21108
16590,2000,8,Yorkshire and The Humber,63,Leeds,A6120,major,A64,A64,436000,435902,53.81815818,-1.4546732,0.9,0.56,Estimated,Estimated using previous year's AADF on this link,25,325,34675,170,4127,1403,188,287,188,604,546,3216,42513
16593,2000,8,Yorkshire and The Humber,63,Leeds,A64,major,A64(M),A63,433000,434000,53.80126216,-1.50044179,2.8,1.74,Counted,Manual count,110,673,38367,1208,4414,618,147,94,110,156,92,1217,45879
16598,2000,8,Yorkshire and The Humber,63,Leeds,A65,major,A6120,B6157,425000,436700,53.82597318,-1.62168423,4.6,2.86,Counted,Manual count,156,176,19368,284,2138,221,52,40,55,64,33,465,22431
17366,2000,8,Yorkshire and The Humber,63,Leeds,A650,major,A62,A643,424600,428000,53.74779847,-1.62845188,1,0.62,Estimated,Estimated using previous year's AADF on this link,67,217,19235,80,2765,963,56,104,27,149,171,1470,23767
17369,2000,8,Yorkshire and The Humber,63,Leeds,A653,major,M62,A6110 Millshaw Road,428569,428000,53.74759695,-1.56826887,2.7,1.68,Counted,Manual count,67,197,40082,357,4272,492,91,88,130,228,95,1124,46032
17370,2000,8,Yorkshire and The Humber,63,Leeds,A656,major,A63,A1 / A642,443000,432001,53.78256825,-1.34889932,3.3,2.05,Estimated,Estimated using previous year's AADF on this link,8,35,4656,41,790,301,95,46,237,62,50,791,6313
17372,2000,8,Yorkshire and The Humber,63,Leeds,A658,major,A65,Glenmere Mount,421000,440400,53.85940395,-1.68219929,1.8,1.12,Estimated,Estimated using previous year's AADF on this link,23,58,7795,22,1038,128,20,35,32,44,21,280,9193
17373,2000,8,Yorkshire and The Humber,63,Leeds,A659,major,A61,A58,435000,445100,53.90089304,-1.46881615,6.8,4.23,Estimated,Estimated using previous year's AADF on this link,3,51,7539,40,778,112,20,20,27,53,16,248,8656
17374,2000,8,Yorkshire and The Humber,63,Leeds,A660,major,A58(M),A6120,429330,435000,53.81046885,-1.55606662,5.1,3.17,Counted,Manual count,503,156,18479,721,1470,187,21,23,29,58,32,350,21176
17719,2000,8,Yorkshire and The Humber,63,Leeds,A6110,major,A58,A62,426980,431640,53.78039677,-1.59204643,0.9,0.56,Estimated,Estimated using previous year's AADF on this link,80,153,26179,149,3516,1313,103,196,168,209,186,2175,32172
17721,2000,8,Yorkshire and The Humber,63,Leeds,A6120,major,A647,A657,420900,435000,53.81087405,-1.68408483,2.5,1.55,Counted,Manual count,6,121,21144,80,2555,459,70,68,86,144,64,891,24791
17882,2000,8,Yorkshire and The Humber,63,Leeds,A6120,major,A64,A6120,435000,433430,53.796009,-1.47014169,3.2,1.99,Counted,Manual count,56,178,20883,415,1849,159,23,13,34,40,4,273,23598
17950,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A62,A643,428500,432630,53.78921397,-1.56888928,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,57,87,13302,81,3215,421,34,34,41,42,34,606,17291
18246,2000,8,Yorkshire and The Humber,63,Leeds,A653,major,A61,A61,430530,432897,53.79149902,-1.53805133,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,47,109,16152,330,1352,865,37,64,38,60,59,1123,19066
18247,2000,8,Yorkshire and The Humber,63,Leeds,A660,major,Leeds Rd roundabout,A6038,420000,444963,53.90045412,-1.69710707,1.6,0.99,Estimated,Estimated using previous year's AADF on this link,34,64,8115,19,531,247,22,16,23,41,13,362,9091
18451,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A65,A58M,429200,433650,53.79834277,-1.55816829,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,28,500,62414,791,8826,890,124,126,58,151,105,1454,73985
18523,2000,8,Yorkshire and The Humber,63,Leeds,M621,major,3 (SPUR),3,430000,432115,53.78450135,-1.54617199,0.6,0.37,Counted,Manual count,0,151,28147,108,6837,1080,245,394,299,794,530,3342,38585
18587,2000,8,Yorkshire and The Humber,63,Leeds,A661,major,A1,A58,440464,447478,53.92186829,-1.38535016,0.7,0.43,Counted,Manual count,16,38,13893,102,1769,373,27,65,29,110,62,666,16468
18655,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A650(T),B6135,422022,428774,53.7548698,-1.66748827,1.1,0.68,Estimated,Estimated using previous year's AADF on this link,23,56,5603,132,1000,111,20,22,19,15,7,194,6985
26007,2000,8,Yorkshire and The Humber,63,Leeds,M1,major,41,42,431500,425120,53.72154404,-1.52411811,2.3,1.43,Counted,Manual count,0,251,90282,450,14773,3313,586,1652,298,4006,1841,11696,117452
26074,2000,8,Yorkshire and The Humber,63,Leeds,A64,major,A61,A64(M),431000,433770,53.79931757,-1.53082973,0.4,0.25,Counted,Manual count,0,245,43088,521,5977,505,129,106,107,211,101,1159,50990
26091,2000,8,Yorkshire and The Humber,63,Leeds,A1,major,A63 Pollums House Farm,LA Boundary,446500,430730,53.77084533,-1.29597762,1.3,0.81,Counted,Manual count,0,176,34547,294,5415,1295,245,936,300,2984,2119,7879,48311
26603,2000,8,Yorkshire and The Humber,63,Leeds,A61,major,A64(M),Cross Stamford St,430830,434000,53.80139479,-1.53338769,0.5,0.31,Counted,Manual count,197,277,30525,390,3323,330,41,38,22,59,17,507,35022
26604,2000,8,Yorkshire and The Humber,63,Leeds,A639,major,A61,M621,432000,431200,53.77615899,-1.51591384,2.3,1.43,Counted,Manual count,142,256,18886,644,3235,392,102,136,198,237,132,1197,24218
26613,2000,8,Yorkshire and The Humber,63,Leeds,A62,major,A650,A6110,426000,430000,53.76570645,-1.60705559,4.7,2.92,Estimated,Estimated using previous year's AADF on this link,30,83,6536,112,1301,200,24,43,39,31,56,393,8425
26618,2000,8,Yorkshire and The Humber,63,Leeds,A6120,major,A6120(T),Stile Hill Way,437400,433320,53.79485395,-1.43372219,0.8,0.5,Estimated,Estimated using previous year's AADF on this link,66,306,36370,440,4343,454,96,66,214,167,89,1086,42545
26625,2000,8,Yorkshire and The Humber,63,Leeds,A65,major,LA Boundary,A6038,418000,442700,53.88018778,-1.72767663,0.9,0.56,Estimated,Estimated using previous year's AADF on this link,137,149,19818,367,2261,274,47,46,78,44,18,507,23102
27414,2000,8,Yorkshire and The Humber,63,Leeds,A639,major,M1,A654,434800,429080,53.75692627,-1.4736669,2.8,1.74,Estimated,Estimated using previous year's AADF on this link,30,96,11202,354,1642,174,39,55,68,68,53,457,13751
27428,2000,8,Yorkshire and The Humber,63,Leeds,A647,major,A6120,A6110,424000,434120,53.8028317,-1.63707605,3.7,2.3,Counted,Manual count,19,343,46204,713,4912,1008,101,165,148,318,142,1882,54054
27432,2000,8,Yorkshire and The Humber,63,Leeds,A650,major,A6029,M62,427000,426560,53.73473778,-1.59218519,1.3,0.81,Estimated,Estimated using previous year's AADF on this link,77,137,15294,191,2568,468,57,125,51,171,120,992,19182
27436,2000,8,Yorkshire and The Humber,63,Leeds,A654,major,A650,A61,430000,427030,53.73879875,-1.54666421,4.3,2.67,Counted,Manual count,35,133,5643,132,987,81,38,30,81,31,12,273,7168
27439,2000,8,Yorkshire and The Humber,63,Leeds,A657,major,A6120,A647,422900,436000,53.81977805,-1.65363846,4.1,2.55,Estimated,Estimated using previous year's AADF on this link,54,109,9783,345,1249,91,15,3,85,8,5,207,11693
27442,2000,8,Yorkshire and The Humber,63,Leeds,A659,major,A1(T),LA Boundary,444140,445000,53.89929871,-1.32973713,4.1,2.55,Counted,Manual count,35,121,4513,30,553,45,5,0,0,1,8,59,5276
27443,2000,8,Yorkshire and The Humber,63,Leeds,A659,major,Ilkley Rd,B6451,420000,445420,53.90456148,-1.69707739,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,79,193,10458,50,1266,272,66,19,88,31,41,517,12484
27802,2000,8,Yorkshire and The Humber,63,Leeds,A6029,major,A653,A650,427000,426400,53.73329972,-1.5921991,1.3,0.81,Estimated,Estimated using previous year's AADF on this link,70,77,8322,140,1014,41,6,5,4,4,5,65,9618
27827,2000,8,Yorkshire and The Humber,63,Leeds,A6110,major,M621,A643,427730,430820,53.77298758,-1.58073857,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,62,192,28097,257,4514,526,101,67,57,153,129,1033,34093
27833,2000,8,Yorkshire and The Humber,63,Leeds,A6120,major,A65,A660(T),425000,437850,53.83630905,-1.62159115,4.1,2.55,Counted,Manual count,26,140,19574,153,2111,195,42,30,17,55,28,367,22345
28003,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,Armley rd,A58(M),428880,433400,53.79611364,-1.5630497,0.2,0.12,Counted,Manual count,112,515,75842,1440,10222,1907,201,192,271,376,197,3144,91163
28005,2000,8,Yorkshire and The Humber,63,Leeds,A643,major,M621,A58,428530,432000,53.78355007,-1.568492,1.2,0.75,Estimated,Estimated using previous year's AADF on this link,34,274,39081,161,5497,998,130,150,121,341,220,1960,46973
28237,2000,8,Yorkshire and The Humber,63,Leeds,A658,major,A659,A659,424433,445246,53.90280862,-1.62962053,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,42,134,17828,80,2075,420,44,59,46,65,63,697,20814
28288,2000,8,Yorkshire and The Humber,63,Leeds,A653,major,A61,A61 roundabout,430750,433163,53.79387684,-1.53468552,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,99,275,33426,1021,4173,432,67,89,43,100,35,766,39661
28289,2000,8,Yorkshire and The Humber,63,Leeds,A647,major,Armley Rd,A58 roundabout,428400,433380,53.7959602,-1.57033826,0.7,0.43,Counted,Manual count,76,31,2663,280,780,72,4,10,5,19,7,117,3871
28291,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A660,A58(M),430023,434170,53.80296971,-1.54562348,0.3,0.19,Counted,Manual count,103,150,12967,85,877,69,4,7,23,6,2,111,14190
28378,2000,8,Yorkshire and The Humber,63,Leeds,A653,major,A653 Great Wilson Street,Crownpoint Road,430230,432820,53.79082441,-1.54261254,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,111,217,26114,590,4600,925,84,116,49,147,151,1472,32993
28495,2000,8,Yorkshire and The Humber,63,Leeds,A661,major,B1224,LA Boundary,440000,448375,53.92996579,-1.39229791,1.9,1.18,Counted,Manual count,43,48,14755,153,1324,152,63,45,76,48,17,401,16681
28567,2000,8,Yorkshire and The Humber,63,Leeds,A62,major,LA Boundary,M62,423909,427890,53.74684181,-1.63893824,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,29,132,20557,127,5339,1258,187,402,194,484,523,3048,29203
29051,2000,8,Yorkshire and The Humber,63,Leeds,M621,major,2A,3(SPUR),429338,431960,53.78314584,-1.55623349,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,0,206,31527,383,5632,1592,226,431,203,646,550,3648,41396
36055,2000,8,Yorkshire and The Humber,63,Leeds,M62,major,28,29,428900,426400,53.73319833,-1.56339884,4.5,2.8,Counted,Manual count,0,245,74201,277,13103,4501,674,2461,640,7996,3608,19880,107706
36089,2000,8,Yorkshire and The Humber,63,Leeds,A1,major,Adj Hicklam Hotel,LA Boundary,443630,437870,53.83526268,-1.33850939,3.1,1.93,Counted,Manual count,0,233,61905,356,10520,2586,462,1572,399,5231,4177,14427,87441
36603,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A6110,A62,428000,432300,53.78627505,-1.57650823,1.9,1.18,Estimated,Estimated using previous year's AADF on this link,31,96,12389,210,2137,449,38,22,53,12,22,596,15428
36604,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,"Red Hill Lane, Wellington Hill",A659,435500,440000,53.85502322,-1.46179559,9.3,5.78,Counted,Manual count,22,81,12858,152,1351,139,21,8,10,4,4,186,14628
36619,2000,8,Yorkshire and The Humber,63,Leeds,A61,major,A6120(T),Wigton Lane,430930,440000,53.85531453,-1.53126817,1.6,0.99,Counted,Manual count,13,60,22770,289,1855,203,33,37,23,20,15,331,25305
36620,2000,8,Yorkshire and The Humber,63,Leeds,A61,major,A61 East Street/Crown Point Road,A64(M),430700,433600,53.79780739,-1.53540113,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,192,272,31052,1854,3652,308,46,50,42,27,15,488,37318
36634,2000,8,Yorkshire and The Humber,63,Leeds,A63,major,A656,A1(T),445000,431560,53.77843626,-1.3186132,2.7,1.68,Counted,Manual count,17,147,8690,45,1304,182,55,95,104,171,89,696,10882
36642,2000,8,Yorkshire and The Humber,63,Leeds,A65,major,A658,A6120,422500,438000,53.83777092,-1.65956861,3.7,2.3,Counted,Manual count,90,288,20322,290,2575,332,57,47,77,92,49,654,24129
37463,2000,8,Yorkshire and The Humber,63,Leeds,A639,major,A642,LA Boundary,440000,426150,53.73022076,-1.39518098,5.5,3.42,Counted,Manual count,42,103,6884,75,934,127,5,14,26,53,24,249,8245
37477,2000,8,Yorkshire and The Humber,63,Leeds,A647,major,A657,Armley Rd,428000,433570,53.79768945,-1.57639331,3.4,2.11,Counted,Manual count,76,245,25360,969,4128,511,48,103,33,139,66,900,31602
37488,2000,8,Yorkshire and The Humber,63,Leeds,A658,major,A660(T),A659,424630,445000,53.90058839,-1.626642,1.6,0.99,Estimated,Estimated using previous year's AADF on this link,42,143,16752,124,1793,185,33,45,27,56,49,395,19207
37489,2000,8,Yorkshire and The Humber,63,Leeds,A61,major,A659,A659,432000,445770,53.90710784,-1.51440184,1.8,1.12,Estimated,Estimated using previous year's AADF on this link,23,169,18576,193,1864,192,44,48,63,65,48,460,21262
37861,2000,8,Yorkshire and The Humber,63,Leeds,A6110,major,A647,A58,425000,433200,53.79451609,-1.62196717,3.5,2.17,Counted,Manual count,69,214,23976,180,3783,613,103,157,68,217,138,1296,29449
37867,2000,8,Yorkshire and The Humber,63,Leeds,A6120,major,A61,Roundhay Park Lane,432000,439380,53.84967765,-1.51506643,2.2,1.37,Counted,Manual count,26,230,14860,159,1659,169,29,29,26,57,32,342,17250
38343,2000,8,Yorkshire and The Humber,63,Leeds,A642,major,A639,A639,436158,428000,53.74712749,-1.4531971,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,42,157,14706,237,1793,260,56,44,35,84,51,530,17423
38690,2000,8,Yorkshire and The Humber,63,Leeds,A1,major,A659,A661,440462,446439,53.91253068,-1.38551768,1.5,0.93,Counted,Manual count,2,169,50588,320,7945,2409,420,1420,279,4408,2950,11886,70908
46069,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A58 West Street,A660,429512,434199,53.80325948,-1.55337928,0.8,0.5,Counted,Manual count,0,327,69417,1051,8556,703,160,232,86,250,75,1506,80857
46600,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A659,A661,440000,447570,53.92273105,-1.39240295,2.1,1.3,Counted,Manual count,19,56,13086,118,1470,177,13,8,12,11,6,227,14957
46614,2000,8,Yorkshire and The Humber,63,Leeds,A61,major,Cross Stamford St,A61 spur,430800,434500,53.80589039,-1.53379334,0.3,0.19,Counted,Manual count,99,150,18286,192,2134,149,33,30,23,13,8,256,21018
46625,2000,8,Yorkshire and The Humber,63,Leeds,A62,major,A6110,A58,428000,432000,53.78357873,-1.57653536,1.5,0.93,Counted,Manual count,64,103,11615,117,2535,425,53,60,90,84,47,759,15129
46630,2000,8,Yorkshire and The Humber,63,Leeds,A6120,major,A64,A63(T),436159,434479,53.80535794,-1.45242488,2.3,1.43,Estimated,Estimated using previous year's AADF on this link,15,93,17194,230,2302,223,39,47,55,89,54,507,20326
46633,2000,8,Yorkshire and The Humber,63,Leeds,A64,major,A63,A6120,435000,434700,53.8074232,-1.46999784,2.8,1.74,Counted,Manual count,134,480,30858,547,3662,343,63,84,46,150,68,754,36301
47438,2000,8,Yorkshire and The Humber,63,Leeds,A647,major,LA Boundary,A6120,420000,434140,53.80317972,-1.69780796,1.3,0.81,Counted,Manual count,86,182,40570,528,5141,579,69,103,49,81,75,956,47377
47443,2000,8,Yorkshire and The Humber,63,Leeds,A650,major,M62,A654,428800,426000,53.72960872,-1.56495174,1.1,0.68,Estimated,Estimated using previous year's AADF on this link,87,192,23584,185,2449,1205,65,27,41,36,89,1463,27873
47446,2000,8,Yorkshire and The Humber,63,Leeds,A653,major,A6029,M62,427960,426000,53.72965423,-1.57768338,1.1,0.68,Counted,Manual count,31,184,17839,211,2503,412,99,98,174,267,75,1125,21862
47449,2000,8,Yorkshire and The Humber,63,Leeds,A657,major,LA Boundary,A6120,420000,437080,53.82960386,-1.69761798,2.8,1.74,Counted,Manual count,30,151,12207,165,1395,236,33,32,15,51,37,404,14322
47451,2000,8,Yorkshire and The Humber,63,Leeds,A659,major,A58,A1(T),440000,445960,53.90826154,-1.39261288,1.6,0.99,Estimated,Estimated using previous year's AADF on this link,8,42,7893,72,486,274,30,10,36,29,21,400,8893
47808,2000,8,Yorkshire and The Humber,63,Leeds,A6038,major,WEST BUSK LANE,A660,419390,444970,53.90054007,-1.70639004,1,0.62,Counted,Manual count,83,102,14805,365,1631,209,45,29,46,39,15,383,17286
47827,2000,8,Yorkshire and The Humber,63,Leeds,A6110,major,A62,M621,427550,431240,53.77677195,-1.58343225,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,73,178,35186,170,3873,2657,171,265,150,352,289,3884,43291
47831,2000,8,Yorkshire and The Humber,63,Leeds,A6120,major,A657,A65,422440,437000,53.82878576,-1.66055299,1.6,0.99,Estimated,Estimated using previous year's AADF on this link,28,247,31498,178,2826,372,56,67,55,79,58,687,35436
48049,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,B6154,Armley Rd,428669,433183,53.79417493,-1.56627293,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,110,469,75322,1270,12096,1096,240,174,121,314,199,2144,91301
48328,2000,8,Yorkshire and The Humber,63,Leeds,A653,major,A6110 Millshaw Road,A6110 Ring road Beeston,428518,429365,53.75986803,-1.56891667,0.8,0.5,Counted,Manual count,31,97,8816,22,1417,203,36,28,35,40,20,362,10714
48329,2000,8,Yorkshire and The Humber,63,Leeds,A660,major,A6038/A659,LA Boundary,419000,445272,53.9032687,-1.71230672,1.8,1.12,Estimated,Estimated using previous year's AADF on this link,105,133,13737,117,1224,200,46,31,33,65,30,405,15616
48416,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A660,A66,430012,434433,53.8053341,-1.54576496,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,0,431,74242,494,10257,2157,279,366,166,772,606,4346,89770
48535,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A58(M),A65 mid-roundabout,428980,433500,53.79700687,-1.56152226,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,116,493,74817,1269,11525,2428,320,353,196,682,436,4415,92519
48671,2000,8,Yorkshire and The Humber,63,Leeds,A58,major,A661,A58 Walton Rd roundabout,440680,447730,53.9241162,-1.38202796,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,12,87,12547,85,1403,763,29,42,19,51,50,954,15076
56007,2000,8,Yorkshire and The Humber,63,Leeds,M621,major,43,44,431004,430551,53.77038601,-1.53109151,1,0.62,Counted,Manual count,0,299,61596,293,10952,2146,375,592,416,1657,685,5871,79011
56009,2000,8,Yorkshire and The Humber,63,Leeds,M621,major,3 (SPUR),4,430260,431970,53.78318315,-1.5422403,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,0,18,59228,275,7954,1763,229,591,279,1134,445,4441,71916
56053,2000,8,Yorkshire and The Humber,63,Leeds,M62,major,30,LA Boundary,436500,425930,53.72849935,-1.44825504,2.5,1.55,Counted,Manual count,0,245,52889,291,11021,2420,493,1728,740,5800,3041,14222,78668
56063,2000,8,Yorkshire and The Humber,63,Leeds,M621,major,1,2,428000,431430,53.77845572,-1.5765869,1.1,0.68,Counted,Manual count,0,130,47243,284,7576,1495,187,395,292,845,461,3675,58908
