"osm_id","name","ref","highway","aadt","roadtype","road_importance","urban"
"389885589",NA,NA,"residential",NA,"minor",1,1
"390220204","Church Road","A3055","primary",4502,"major",3,0
"390220205","Church Road","A3055","primary",4502,"major",1,0
"390220212","Priory Road",NA,"residential",NA,"minor",4,1
"390220213","Priory Road",NA,"residential",NA,"minor",1,1
"390991782","Sandy Lane",NA,"unclassified",NA,"minor",1,0
"390991783","Sandy Lane",NA,"unclassified",NA,"minor",3,0
"391345293","Betty Haunt Lane",NA,"unclassified",NA,"minor",5,0
"391345295","Betty Haunt Lane",NA,"unclassified",NA,"minor",2,0
"391908845","Arnold's Yard",NA,"residential",NA,"minor",1,0
"391908846","Arnold's Yard",NA,"residential",NA,"minor",1,0
"391966105","The Strand","B3326","secondary",NA,"minor",3,1
"392176852","Barton Manor Roundabout",NA,"primary",NA,"major",1,0
"392296179","Hope Hill",NA,"unclassified",NA,"minor",1,1
"396095142","Hildyards Crescent",NA,"residential",NA,"minor",2,1
"396442256","Melville Street",NA,"residential",NA,"minor",2,1
"396445746","Station Avenue",NA,"residential",NA,"minor",4,1
"396445747","St Johns Road",NA,"residential",NA,"minor",4,1
"396445748","St Johns Road",NA,"residential",NA,"minor",2,1
"396445749","High Street","B3329","secondary",NA,"minor",3,1
"396445750","Culver Parade","B3395","secondary",NA,"minor",5,1
"396769073","Skinners Lane",NA,"unclassified",NA,"minor",5,0
"396911505","Station Approach",NA,"unclassified",NA,"minor",1,1
"398190673","Lower Road",NA,"unclassified",NA,"minor",5,0
"398190674","Lower Adgestone Road",NA,"unclassified",NA,"minor",5,0
"398202341","Perowne Way",NA,"tertiary",NA,"minor",3,1
"401469840","Beacon Alley",NA,"unclassified",NA,"minor",2,0
"401469841","Beacon Alley",NA,"unclassified",NA,"minor",4,0
"401487724","Bannock Road",NA,"residential",NA,"minor",2,0
"401487726","High Street",NA,"tertiary",NA,"minor",4,0
"403097470","Alverstone Shute",NA,"unclassified",NA,"minor",2,0
"403097471","Golf Links Road",NA,"unclassified",NA,"minor",2,0
"403098414","Kern Lane",NA,"unclassified",NA,"minor",4,0
"403110079","Chatfield Lodge",NA,"residential",NA,"minor",2,1
"405013718","Church Hill",NA,"unclassified",NA,"minor",4,0
"405013722","Roud Road",NA,"unclassified",NA,"minor",5,0
"405013723","Roud Road",NA,"unclassified",NA,"minor",1,0
"405013725","High Street","A3020","primary",8346,"major",2,0
"405013726","Ventnor Road",NA,"secondary",NA,"minor",1,0
"405013727","Ventnor Road",NA,"secondary",NA,"minor",2,0
"405118787","Ryde Pier",NA,"unclassified",NA,"minor",1,1
"405118788","Ryde Pier",NA,"unclassified",NA,"minor",1,1
"405154124","Cross Street",NA,"primary",NA,"major",1,1
"405154125","Cross Street",NA,"primary",NA,"major",1,1
"405156378","Union Street",NA,"primary",NA,"major",3,1
"405341011","Station Road",NA,"residential",NA,"minor",3,0
"405341012","Station Road",NA,"residential",NA,"minor",4,0
"405341013","Lower Furlongs",NA,"residential",NA,"minor",1,0
"405341015","Lower Furlongs",NA,"residential",NA,"minor",2,0
"405690207","Upper Road",NA,"unclassified",NA,"minor",5,0
"407194140","Hope Hill",NA,"unclassified",NA,"minor",4,1
"407516664",NA,NA,"unclassified",NA,"minor",1,0
"409327507","Mary Rose Avenue",NA,"residential",NA,"minor",3,1
"410058902","Bridge Mead Mews",NA,"residential",NA,"minor",3,1
"410880996","Avenue Nurseries",NA,"unclassified",NA,"minor",2,1
"410880997",NA,NA,"unclassified",NA,"minor",2,1
"414201557","Ensign Close",NA,"residential",NA,"minor",1,1
"414224612","Warrior Avenue",NA,"residential",NA,"minor",2,1
"414225567","Nicholas Close",NA,"residential",NA,"minor",1,0
"416389352",NA,NA,"unclassified",NA,"minor",1,1
"417332907","Whitecross Farm Lane",NA,"residential",NA,"minor",2,1
"420489653",NA,NA,"unclassified",NA,"minor",2,0
"422386568","Atkinson Drive",NA,"residential",NA,"minor",1,1
"422386592",NA,NA,"residential",NA,"minor",2,0
"422624866","Rosemead",NA,"residential",NA,"minor",1,1
"422903289","Carter Avenue",NA,"residential",NA,"minor",1,1
"422903294","Windsor Drive",NA,"residential",NA,"minor",1,1
"422903295","Rush Close",NA,"residential",NA,"minor",1,1
"423350468","Silver Trees",NA,"residential",NA,"minor",2,1
"423350491","Blythe Way",NA,"residential",NA,"minor",2,1
"423382091","Blythe Way",NA,"residential",NA,"minor",1,1
"423975195","Simeon Street",NA,"residential",NA,"minor",4,1
"423976022","Cornwall Street",NA,"residential",NA,"minor",4,1
"424818103","Esplanade",NA,"unclassified",NA,"minor",4,0
"429296334","The Mall",NA,"tertiary",NA,"minor",3,0
"430087640",NA,NA,"residential",NA,"minor",1,0
"430087641",NA,NA,"residential",NA,"minor",1,0
"430349654","Cook Avenue",NA,"residential",NA,"minor",1,1
"430492879","Parsonage Road",NA,"residential",NA,"minor",4,1
"431041549","Nettlestone Green","B3330","secondary",NA,"minor",2,0
"431041550","Ryde Road",NA,"residential",NA,"minor",2,0
"431041551","Church Street",NA,"tertiary",NA,"minor",2,0
"431041552","Old Seaview Lane",NA,"tertiary",NA,"minor",4,0
"431041553","Solent View Road",NA,"residential",NA,"minor",4,0
"431041554","Nettlestone Green","B3330","secondary",NA,"minor",3,0
"431043718","Seaview Lane","B3340","secondary",NA,"minor",4,0
"431043718","Seaview Lane","B3340","secondary",NA,"minor",4,0
"431070299",NA,NA,"unclassified",NA,"minor",4,1
"431085536","Jennifer Way",NA,"residential",NA,"minor",3,1
"431699909",NA,NA,"residential",NA,"minor",1,1
"431711612","Halford Close",NA,"residential",NA,"minor",2,1
"431713801",NA,NA,"residential",NA,"minor",1,1
"432715676",NA,NA,"unclassified",NA,"minor",3,0
"433051832","Anderri Way",NA,"residential",NA,"minor",2,1
"436603100","Little London",NA,"unclassified",NA,"minor",1,1
"437317227","Pan Lane",NA,"unclassified",NA,"minor",2,1
"439581932","Dodnor Lane",NA,"unclassified",NA,"minor",3,0
"440267493",NA,NA,"unclassified",NA,"minor",1,0
"440732465","Manor Road",NA,"unclassified",NA,"minor",1,0
"440732466","Manor Road",NA,"unclassified",NA,"minor",2,0
"441278545",NA,NA,"residential",NA,"minor",1,1
"441278546","Grenville Drive",NA,"residential",NA,"minor",3,1
"441278547","Wrexham Avenue",NA,"residential",NA,"minor",3,1
"441286745","Osborne Road",NA,"residential",NA,"minor",3,1
"441479863",NA,NA,"residential",NA,"minor",1,1
"441479865",NA,NA,"residential",NA,"minor",1,1
"441479870","Binstead Lodge Road",NA,"residential",NA,"minor",2,1
"441636537",NA,NA,"residential",NA,"minor",1,1
"441714127","Old Pound Close",NA,"residential",NA,"minor",3,0
"441974272","Barn Close",NA,"residential",NA,"minor",3,0
"441975321","Springfield Close",NA,"residential",NA,"minor",3,1
"442353251","Magnolia Drive",NA,"residential",NA,"minor",3,1
"442497230","Park Close",NA,"residential",NA,"minor",2,1
"442497231","Park Close",NA,"residential",NA,"minor",1,1
"442498684","Brinton Close",NA,"residential",NA,"minor",1,0
"442559392","Old School Close",NA,"residential",NA,"minor",4,1
"443007410","Roud Road",NA,"unclassified",NA,"minor",1,0
"443007411",NA,NA,"unclassified",NA,"minor",1,0
"444584490","West Avenue",NA,"residential",NA,"minor",4,1
"444749189","College Close",NA,"unclassified",NA,"minor",2,1
"446858344","Godric Road",NA,"tertiary",NA,"minor",2,0
"446858346","Godric Road",NA,"tertiary",NA,"minor",5,1
"449085321","Place Road",NA,"residential",NA,"minor",3,0
"451092491","West Hill Road",NA,"residential",NA,"minor",1,1
"451460904","Lodge Close",NA,"residential",NA,"minor",1,0
"451460907","Moor Lane",NA,"residential",NA,"minor",3,0
"451460908","Moor Lane",NA,"residential",NA,"minor",3,0
"451460909","Moor Lane",NA,"residential",NA,"minor",3,0
"451460910","Moor Lane",NA,"residential",NA,"minor",4,0
"451460914","Moor Lane",NA,"residential",NA,"minor",3,0
"451460915","Moor Lane",NA,"residential",NA,"minor",1,0
"451612630","Kingston Road","B3399","secondary",NA,"minor",4,0
"451612945","Dungewood Lane",NA,"unclassified",NA,"minor",5,0
"451613118","Sandy Way","B3399","secondary",NA,"minor",2,0
"451613511","Walkers Lane","B3399","secondary",NA,"minor",1,0
"451617929","Appleford Road",NA,"tertiary",NA,"minor",4,0
"451617931","Appleford Road",NA,"tertiary",NA,"minor",5,0
"451625967","Newport Road","A3020","primary",8346,"major",2,0
"451625968","Niton Road",NA,"tertiary",NA,"minor",5,0
"451625969","Main Road Rookley","A3020","primary",18289,"major",4,0
"451625970","Chequers Inn Road",NA,"unclassified",NA,"minor",5,0
"451625971","Newport Road","A3020","primary",8346,"major",4,0
"451946407","Blackwater Hollow","A3020","primary",18289,"major",5,0
"451946407","Blackwater Hollow","A3020","primary",18289,"major",5,0
"451959114",NA,"A3056","primary",NA,"major",4,0
"452137229","The Shute",NA,"tertiary",NA,"minor",1,0
"452137230","The Shute",NA,"tertiary",NA,"minor",3,0
"452142710","Main Road",NA,"unclassified",NA,"minor",1,0
"452142711","Alverstone Shute",NA,"unclassified",NA,"minor",2,0
"452143296","Alverstone Shute",NA,"unclassified",NA,"minor",5,0
"452146389","Main Road",NA,"unclassified",NA,"minor",4,0
"452147560","Main Road",NA,"unclassified",NA,"minor",1,0
"452147561","Main Road",NA,"unclassified",NA,"minor",1,0
"452307461","Well Lane",NA,"unclassified",NA,"minor",1,0
"452310087","Lower Adgestone Road",NA,"unclassified",NA,"minor",5,0
"452313089","Yarbridge","B3395","secondary",NA,"minor",1,0
"452314841","Marshcombe Shute","B3395","secondary",NA,"minor",1,0
"452316415","Sandown Road","B3395","secondary",NA,"minor",3,0
"452316416","Marshcombe Shute","B3395","secondary",NA,"minor",3,0
"452317643","Hillway Road",NA,"tertiary",NA,"minor",1,0
"452317644","Sandown Road","B3395","secondary",NA,"minor",3,0
"452523820","Lower Road",NA,"unclassified",NA,"minor",5,0
"452531553","Woodland Grove",NA,"residential",NA,"minor",5,1
"452534530","Church Road","B3395","secondary",NA,"minor",2,1
"452537362","Church Road","B3395","secondary",NA,"minor",1,1
"452537363","Church Road","B3395","secondary",NA,"minor",1,1
"452537364","Sherbourne Street","B3395","secondary",NA,"minor",2,1
"452538473","Kings Road","B3395","secondary",NA,"minor",1,1
"452541515","Embankment Road","B3395","secondary",NA,"minor",4,1
"452541516","Kings Road","B3395","secondary",NA,"minor",2,1
"452541517","Mill Road",NA,"unclassified",NA,"minor",5,0
"452541518","Lower Green Road",NA,"residential",NA,"minor",1,0
"452542498","Saint Michaels Road",NA,"residential",NA,"minor",2,0
"452546166","Quay Lane",NA,"unclassified",NA,"minor",5,0
"452546168","Quay Lane",NA,"unclassified",NA,"minor",4,0
"452548881","High Street","A3055","primary",13229,"major",1,0
"452548882","West Lane",NA,"unclassified",NA,"minor",3,0
"452549129","West Lane",NA,"unclassified",NA,"minor",5,0
"453378615","Nunwell Farm Lane",NA,"unclassified",NA,"minor",1,0
"453380310","Green Lane",NA,"unclassified",NA,"minor",5,0
"453391373","Downs Road",NA,"tertiary",NA,"minor",5,0
"453392380","Downs Road",NA,"tertiary",NA,"minor",5,0
"453595858","Downend Road",NA,"tertiary",NA,"minor",1,0
"453595859","Main Road",NA,"primary",NA,"major",1,0
"453595860","Main Road",NA,"primary",NA,"major",1,0
"453595861","Downend Road",NA,"tertiary",NA,"minor",1,0
"453595862","Main Road",NA,"primary",NA,"major",1,0
"453605023","Newman Lane",NA,"unclassified",NA,"minor",2,0
"454348387","Newport Road","B3399","secondary",3212,"minor",5,0
"454535591","Warlands Lane",NA,"unclassified",NA,"minor",3,0
"454569785","Main Road Shalfleet","A3054","primary",7155,"major",1,0
"454569786","Church Lane",NA,"unclassified",NA,"minor",2,0
"454569788","Main Road Shalfleet","A3054","primary",7155,"major",3,0
"454572636","Five Houses Lane",NA,"unclassified",NA,"minor",1,0
"454738049","High Street","A3020","primary",8346,"major",3,0
"454928013","Acorn Gardens",NA,"residential",NA,"minor",3,1
"454970732","Port La Salle",NA,"residential",NA,"minor",3,0
"454970740","Summers Court",NA,"residential",NA,"minor",2,0
"454970754","Inglewood Park",NA,"residential",NA,"minor",4,0
"454970755","Inglewood Park",NA,"residential",NA,"minor",5,1
"454970755","Inglewood Park",NA,"residential",NA,"minor",5,0
"454982532","Howgate Road",NA,"residential",NA,"minor",3,1
"455098499","Upper Yarborough Road",NA,"residential",NA,"minor",3,1
"455588070","Field Lane",NA,"residential",NA,"minor",2,0
"455588071","Solent View Road",NA,"residential",NA,"minor",4,0
"455588072","Solent View Road",NA,"residential",NA,"minor",4,0
"455588072","Solent View Road",NA,"residential",NA,"minor",4,0
"455588078","Slay Lane",NA,"unclassified",NA,"minor",2,0
"455833227","Purdy Road",NA,"residential",NA,"minor",4,1
"455833233","Gully Road",NA,"residential",NA,"minor",1,0
"456163643","Oaks Close",NA,"residential",NA,"minor",1,0
"456178145","Lower Knighton Lane",NA,"unclassified",NA,"minor",2,0
"456363329","Small Horse Farm Close",NA,"residential",NA,"minor",4,1
"456373609","Madeira Road",NA,"residential",NA,"minor",3,1
"456373611","Amos Hill",NA,"residential",NA,"minor",5,1
"456373612","Uplands Road",NA,"residential",NA,"minor",5,1
"456373613","Uplands Road",NA,"residential",NA,"minor",2,1
"456373616","Linstone Drive",NA,"residential",NA,"minor",3,0
"456387731","Pound Green",NA,"residential",NA,"minor",2,1
"456387732","Lea Road",NA,"residential",NA,"minor",2,1
"456387733","Lea Road",NA,"residential",NA,"minor",3,0
"456387734","Jeals Lane",NA,"residential",NA,"minor",4,1
"456387736","Lower Furlongs",NA,"residential",NA,"minor",2,0
"456423317","School Crescent",NA,"residential",NA,"minor",4,0
"456423318","Moor View",NA,"residential",NA,"minor",3,0
"456429483","Brookfield Gardens",NA,"residential",NA,"minor",1,1
"456429484","Brookfield Gardens",NA,"residential",NA,"minor",3,1
"456429485",NA,NA,"residential",NA,"minor",3,1
"457300883",NA,NA,"unclassified",NA,"minor",4,0
"457467800",NA,NA,"residential",NA,"minor",2,1
"457907502","Binstead Road","A3054","primary",17460,"major",1,1
"457907503","Binstead Road","A3054","primary",17460,"major",4,1
"457942320","Medina View",NA,"residential",NA,"minor",1,0
"457973121","Mountbatten Drive",NA,"tertiary",NA,"minor",2,1
"457973122","Gurnard Heights",NA,"residential",NA,"minor",3,1
"457973123","Gurnard Heights",NA,"residential",NA,"minor",3,1
"457988992","Seven Sisters Close",NA,"residential",NA,"minor",2,0
"457988999","Esplanade",NA,"unclassified",NA,"minor",2,1
"457989000",NA,NA,"unclassified",NA,"minor",1,1
"457989001","Spencer Road",NA,"residential",NA,"minor",4,1
"458074678","Folly Lane",NA,"unclassified",NA,"minor",4,0
"458089699","Love Lane",NA,"unclassified",NA,"minor",1,0
"458089703","Greenway",NA,"residential",NA,"minor",4,1
"458092045","Beech Road",NA,"residential",NA,"minor",2,1
"458319221","Down Lane",NA,"unclassified",NA,"minor",5,0
"458319222","Down Lane",NA,"unclassified",NA,"minor",5,0
"458319223","Down Lane",NA,"unclassified",NA,"minor",5,0
"458388010","Fir Tree Close",NA,"residential",NA,"minor",4,1
"458388011","Upper House Lane",NA,"unclassified",NA,"minor",3,0
"458388012","Sandrock Road",NA,"residential",NA,"minor",1,0
"458493634","Canteen Road",NA,"tertiary",NA,"minor",4,0
"458493635","Canteen Road",NA,"tertiary",NA,"minor",4,0
"458500489","Solent View Road",NA,"residential",NA,"minor",4,0
"458548073","Ashknowle Lane",NA,"unclassified",NA,"minor",2,0
"458589273","Perowne Way",NA,"tertiary",NA,"minor",2,1
"458589274","Perowne Way",NA,"tertiary",NA,"minor",2,1
"458682214","Ashley Way",NA,"residential",NA,"minor",3,0
"458714608","Foxes Road",NA,"unclassified",NA,"minor",3,1
"458749423","Walls Road",NA,"residential",NA,"minor",4,1
"458749424","Heathfield Road",NA,"residential",NA,"minor",3,1
"458749425","Heathfield Road",NA,"residential",NA,"minor",4,1
"458749426","Manna Road",NA,"residential",NA,"minor",3,1
"458749427","North Quay",NA,"residential",NA,"minor",1,0
"459046325","Gurnard Heights",NA,"residential",NA,"minor",2,1
"459069321","Medina View",NA,"residential",NA,"minor",1,0
"459133289","Millfield Avenue",NA,"residential",NA,"minor",4,1
"459353591","Downlands View",NA,"residential",NA,"minor",3,1
"459788438",NA,NA,"residential",NA,"minor",2,0
"459788439",NA,NA,"residential",NA,"minor",2,0
"459803216","Ash Grove",NA,"residential",NA,"minor",2,1
"459819622",NA,NA,"unclassified",NA,"minor",3,0
"459887645","The Sidings",NA,"residential",NA,"minor",1,1
"460071064","Pelham Road",NA,"residential",NA,"minor",4,1
"460961331","The Groves",NA,"residential",NA,"minor",2,1
"461578333","Ronsons Close",NA,"residential",NA,"minor",1,1
"461703148","Fairlead Road",NA,"residential",NA,"minor",1,1
"461703149","Spinnaker Close",NA,"residential",NA,"minor",2,1
"461703150","The Chandlers",NA,"residential",NA,"minor",2,1
"462144568","Church Lane",NA,"unclassified",NA,"minor",3,0
"462630760","Whitegates",NA,"unclassified",NA,"minor",1,1
"462630761","Whitegates",NA,"unclassified",NA,"minor",1,1
"462675658",NA,NA,"residential",NA,"minor",3,1
"462726488","Bridge Square",NA,"primary",NA,"major",1,0
"463973729","Marshcombe Shute","B3395","secondary",NA,"minor",2,0
"463973730","Marshcombe Shute","B3395","secondary",NA,"minor",1,0
"464376369","Tattels Lane",NA,"unclassified",NA,"minor",4,0
"465605131","Blythe Way",NA,"residential",NA,"minor",1,1
"466358701","The Strand",NA,"secondary",NA,"minor",1,1
"467486100","Plover Close",NA,"residential",NA,"minor",1,1
"468441845",NA,NA,"residential",NA,"minor",1,0
"468441846",NA,NA,"residential",NA,"minor",1,0
"468451944",NA,NA,"residential",NA,"minor",1,0
"468488490",NA,NA,"unclassified",NA,"minor",1,1
"468488491",NA,NA,"unclassified",NA,"minor",1,1
"468704213","Coach House Lane",NA,"residential",NA,"minor",1,1
"468713092","Williams Close",NA,"residential",NA,"minor",3,1
"470255259",NA,NA,"unclassified",NA,"minor",3,0
"470730085","Dover Road",NA,"unclassified",NA,"minor",1,0
"471003252","Amherst Place",NA,"residential",NA,"minor",1,1
"471003253","Amherst Place",NA,"residential",NA,"minor",2,1
"471003255","Amherst Place",NA,"residential",NA,"minor",2,1
"471003256","Amherst Mews",NA,"residential",NA,"minor",2,1
"471142236","Woodhill Close",NA,"residential",NA,"minor",2,1
"471175842","Reed Street",NA,"residential",NA,"minor",2,1
"472153720","The Dell",NA,"residential",NA,"minor",2,1
"472276242","Solent View Road",NA,"residential",NA,"minor",2,0
"472276244","The Barn",NA,"unclassified",NA,"minor",2,0
"472475950","Riboleau Street",NA,"residential",NA,"minor",5,1
"472475951","Riboleau Street",NA,"residential",NA,"minor",3,1
"473539816","Aspen Gardens",NA,"residential",NA,"minor",2,0
"473539817","Coppice End",NA,"residential",NA,"minor",2,0
"473539818","Coppice End",NA,"residential",NA,"minor",3,0
"473552453","Hayward Avenue",NA,"residential",NA,"minor",5,1
"473661292",NA,NA,"residential",NA,"minor",2,1
"473661294",NA,NA,"residential",NA,"minor",1,1
"473861516","King George V Close",NA,"residential",NA,"minor",2,1
"473936443","Southfield Gardens",NA,"residential",NA,"minor",2,1
"473940629","Holmewood Close",NA,"residential",NA,"minor",3,1
"474025002","Play Lane",NA,"unclassified",NA,"minor",2,1
"474133985","Drill Hall Lane",NA,"unclassified",NA,"minor",4,1
"474382338","Whitesmith Road",NA,"residential",NA,"minor",5,1
"474419957","Heytesbury Road",NA,"residential",NA,"minor",4,1
"475287184","Westminster Lane",NA,"residential",NA,"minor",2,1
"475526611",NA,NA,"residential",NA,"minor",1,1
"475594934","Desmond Price Close",NA,"residential",NA,"minor",1,0
"476127666","The Rogers",NA,"residential",NA,"minor",4,1
"476701746",NA,NA,"residential",NA,"minor",1,1
"477898959","Donnington Drive",NA,"residential",NA,"minor",1,1
"478388450",NA,NA,"unclassified",NA,"minor",4,0
"479359062","Hildyards Crescent",NA,"residential",NA,"minor",2,1
"479549212","Downsview Gardens",NA,"residential",NA,"minor",2,1
"479568113","Park Rise",NA,"residential",NA,"minor",1,1
"480022825","Chine Close",NA,"residential",NA,"minor",2,1
"480043415","Elm Close",NA,"residential",NA,"minor",1,1
"480061305","Coopers Close",NA,"residential",NA,"minor",1,1
"480061306","Coopers Close",NA,"residential",NA,"minor",3,1
"480733826","Clarendon Close",NA,"residential",NA,"minor",1,0
"484705301","Castle Street",NA,"residential",NA,"minor",1,0
"484763555","Heath Close",NA,"residential",NA,"minor",2,1
"486395301","Field Lane",NA,"residential",NA,"minor",2,0
"486443998",NA,NA,"residential",NA,"minor",1,1
"486445567",NA,NA,"residential",NA,"minor",1,1
"486445598",NA,NA,"residential",NA,"minor",1,1
"486446018",NA,NA,"residential",NA,"minor",1,1
"486446634",NA,NA,"residential",NA,"minor",2,0
"486446705",NA,NA,"residential",NA,"minor",2,0
"486446780",NA,NA,"residential",NA,"minor",1,0
"486469606",NA,NA,"residential",NA,"minor",1,1
"486469607",NA,NA,"residential",NA,"minor",1,1
"487726289","Crossfield Avenue",NA,"residential",NA,"minor",1,1
"487726291","Crossfield Avenue",NA,"residential",NA,"minor",1,1
"487727191",NA,NA,"residential",NA,"minor",2,1
"487727750",NA,NA,"residential",NA,"minor",1,1
"487782974","Cranleigh Gardens",NA,"residential",NA,"minor",2,1
"487964809","Green Lane",NA,"residential",NA,"minor",1,0
"488075972","High Street","A3055","primary",13229,"major",1,0
"488766041","Mill Street",NA,"unclassified",NA,"minor",3,1
"489041592","St Georges Way","A3020","primary",20303,"major",1,1
"489041593","St Georges Way","A3020","primary",20303,"major",3,1
"489041594","St Georges Way",NA,"primary",NA,"major",1,1
"489041595","St Georges Way",NA,"primary",NA,"major",1,1
"489071342","Hill House",NA,"living_street",NA,"minor",4,1
"489071927","St Georges Way","A3020","primary",20303,"major",3,1
"489071930","St Georges Way","A3020","primary",20303,"major",2,1
"489088448",NA,"A3020","primary",20303,"major",1,1
"489088449",NA,"A3020","primary",20303,"major",1,1
"489088450",NA,"A3020","primary",20303,"major",1,1
"489088451",NA,"A3020","primary",20303,"major",1,1
"489088452",NA,"A3020","primary",20303,"major",1,1
"489529921","Pan Lane",NA,"unclassified",NA,"minor",4,1
"490912074","Orchard Way",NA,"residential",NA,"minor",4,1
"491592882","Fairfield Way",NA,"residential",NA,"minor",2,1
"491592883","Fairfield Way",NA,"residential",NA,"minor",1,1
"493005426","Garden Way",NA,"residential",NA,"minor",2,1
"493116958","Burnt House Lane",NA,"unclassified",NA,"minor",3,0
"493643629","Machin Close",NA,"residential",NA,"minor",1,1
"493700988",NA,NA,"unclassified",NA,"minor",3,0
"493700991",NA,NA,"unclassified",NA,"minor",3,0
"493735630","Wilver Road",NA,"residential",NA,"minor",1,1
"493735631","Wilver Road",NA,"residential",NA,"minor",1,1
"493735633",NA,NA,"residential",NA,"minor",1,1
"496169170","Goldings Way",NA,"residential",NA,"minor",3,1
"497155114","Middleton",NA,"residential",NA,"minor",5,1
"497231994","The Rogers",NA,"residential",NA,"minor",1,1
"497634474","Queens Close",NA,"residential",NA,"minor",2,1
"498395705",NA,NA,"unclassified",NA,"minor",1,0
"498579195","Littleton Close",NA,"residential",NA,"minor",2,1
"499909418","St Swithins Crescent",NA,"residential",NA,"minor",3,0
"502439604","Lambert Lane",NA,"residential",NA,"minor",3,0
"502439605",NA,NA,"residential",NA,"minor",3,0
"503096805","Station Road",NA,"tertiary",NA,"minor",4,0
"503099872",NA,NA,"unclassified",NA,"minor",1,0
"503281912","Godshill Road","A3020","primary",5559,"major",1,0
"503281913","Godshill Road","A3020","primary",5559,"major",1,0
"503282196","Newport Road","A3056","primary",NA,"major",1,0
"503282197","Newport Road","A3056","primary",NA,"major",4,0
"503282200","Alverstone Road",NA,"unclassified",NA,"minor",4,0
"503350684","Aldermore Terrace",NA,"residential",NA,"minor",3,0
"503740440",NA,NA,"unclassified",NA,"minor",1,0
"503958481",NA,NA,"unclassified",NA,"minor",5,1
"503958485",NA,NA,"unclassified",NA,"minor",4,1
"504807101","Harts Lane",NA,"residential",NA,"minor",3,0
"505357796","Alverstone Road",NA,"unclassified",NA,"minor",1,0
"505402300",NA,NA,"tertiary",NA,"minor",1,0
"509599510","The Quay",NA,"unclassified",NA,"minor",1,1
"509599511","The Quay",NA,"unclassified",NA,"minor",1,1
"509678521","The Mews",NA,"residential",NA,"minor",1,0
"509678522","The Mews",NA,"residential",NA,"minor",2,0
"509828874",NA,NA,"unclassified",NA,"minor",2,0
"510493532","Popham Road",NA,"residential",NA,"minor",3,1
"510494069","Rew Street",NA,"unclassified",NA,"minor",2,1
"510562440","St Peters Court",NA,"residential",NA,"minor",4,0
"511732652","Yelfs Road",NA,"residential",NA,"minor",1,1
"516237084","Upper House Lane",NA,"unclassified",NA,"minor",2,0
"517943388","Slay Lane",NA,"unclassified",NA,"minor",4,0
"518002132","Cooper Road",NA,"residential",NA,"minor",3,1
"518054168","Chapel Lane",NA,"unclassified",NA,"minor",4,0
"518349722","Godric Road",NA,"tertiary",NA,"minor",1,0
"518349724","St Georges Way","A3020","primary",20303,"major",1,0
"518349726","St Georges Way","A3020","primary",20303,"major",1,0
"519993172","Nodgham Lane",NA,"residential",NA,"minor",3,0
"519993174","Millers Lane",NA,"unclassified",NA,"minor",5,0
"519993175","Whitcombe Road",NA,"tertiary",NA,"minor",4,0
"519993176","Whitcombe Road",NA,"tertiary",NA,"minor",5,0
"519993177","Sandy Lane",NA,"unclassified",NA,"minor",5,0
"519997336","Long Lane",NA,"tertiary",NA,"minor",3,0
"519997338","Staplers Road",NA,"tertiary",NA,"minor",2,0
"520155923","Cemetery Road",NA,"residential",NA,"minor",1,1
"524656102",NA,NA,"residential",NA,"minor",3,1
"524922520",NA,NA,"unclassified",NA,"minor",2,1
"525374031","Alverstone Road",NA,"unclassified",NA,"minor",1,0
"529457910","Cosham Close",NA,"residential",NA,"minor",1,0
"529457912","Pan Lane",NA,"residential",NA,"minor",5,1
"529991352",NA,NA,"residential",NA,"minor",1,1
"531112447","Atherly Park Road",NA,"residential",NA,"minor",4,1
"531269292","West Hill Grove",NA,"residential",NA,"minor",3,1
"531269295","Ashton Terrace",NA,"residential",NA,"minor",3,1
"531545921","Nodgham Lane",NA,"residential",NA,"minor",1,0
"531547603","Gunville Road",NA,"tertiary",NA,"minor",2,0
"531547604","Gunville Road",NA,"tertiary",NA,"minor",3,1
"531550042","Gunville Road",NA,"tertiary",NA,"minor",2,1
"531550043","Gunville Road",NA,"tertiary",NA,"minor",2,1
"531550044","Gunville Road",NA,"tertiary",NA,"minor",4,1
"531550044","Gunville Road",NA,"tertiary",NA,"minor",4,0
"531550045","Gunville Road",NA,"tertiary",NA,"minor",2,0
"532959246","St. Paul's View Road",NA,"residential",NA,"minor",1,1
"533351759",NA,NA,"unclassified",NA,"minor",4,1
"533418588",NA,NA,"residential",NA,"minor",4,1
"533523307",NA,NA,"residential",NA,"minor",2,1
"535669387","Station Road",NA,"tertiary",NA,"minor",3,1
"535669388","Station Road",NA,"tertiary",NA,"minor",3,1
"536724613","Whitecroft Park",NA,"residential",NA,"minor",1,0
"536724630",NA,NA,"residential",NA,"minor",5,0
"536724631",NA,NA,"residential",NA,"minor",2,0
"537071388","Drabbles Lane",NA,"residential",NA,"minor",2,1
"537071389","Drabbles Lane",NA,"residential",NA,"minor",1,1
"537088440",NA,NA,"residential",NA,"minor",4,0
"537088447",NA,NA,"residential",NA,"minor",4,0
"537706214","Old Park Road",NA,"unclassified",NA,"minor",2,0
"537731282",NA,NA,"unclassified",NA,"minor",2,0
"539499185","The Broadway",NA,"secondary",NA,"minor",1,1
"539499189","The Broadway",NA,"secondary",NA,"minor",1,1
